,title,topic_idx
32599,MLB 윈터미팅 승자는 양키스·보라스…패자는 다저스·텍사스,5
32244,11월 수입차 신규등록 0.5% 증가…벤츠 1위 수성,1
1862,강호인 장관 김포·인천공항 설 수송대책 현장점검,6
26017,미국 對우주전 전략 마련 본격 착수…중국 위성 요격 계기,4
5461,KT 유심 재고 보상 불가 방침에 유통점 부글부글,1
5941,신태용호 다음 상대 모로코 월드컵 예선서 가봉 30 제압,5
36947,12월 과학기술인상에 천정희 서울대 교수,0
21596,나이지리아 야당 대선 결과 무효소송…우리가 승리 주장,4
15188,예멘정부남부 분리주의세력 교전중단·권력분점 서명,6
14158,전 美NSC국장 北핵물질 생산시설 가동중단이 최선의 다음 단계,2
35746,홍천서 산불 50분 만에 진화…산림 1천㎡ 소실 추정,2
406,아시안게임 이란전 끝낸 김학범호 회복훈련으로 우즈베크...,5
7645,산업은행 현대상선 해운동맹 제외돼도 계속 정상화 지원종합,1
44327,초등돌봄전담사 기자회견 근무 여건 개선 촉구,2
8704,게시판 금투협 금융상품의 이해 교육과정,1
40098,1월 120일 수출 0.2% 감소…반도체 8.7%↑종합,1
9825,네이버 스타트업 유사 논란 참여번역 Q 서비스 종료,0
21546,대우조선 상반기 저조한 실적…9월 위기설 현실화하나종합,2
42218,충남 아산지역 고교 교육감전형 여론조사 6월 시행,2
24782,그래픽 시간·회의장 바꿔가며 이뤄진 패스트트랙 지정,6
4700,러 남부서 또 아파트 폭발·붕괴 사고…1명 사망 6명 실종,4
37323,롯데마트 내일부터 일주일간 우리 농산물 판매촉진 행사,3
32110,NHK 북러 정상회담 25일께 블라디보스토크서 개최 전망,4
4614,전 국민 인터넷 시대…60대 이상도 2명 중 1명꼴종합,0
10611,北 백두산관광철도 공사 재개…中서 레일 수입,6
4149,갤S8 예약판매 노트7 40만대 넘긴다…판촉 공세,1
43392,괴산에서 날아온 편지…송광민 장연초교팬과 만남,5
6866,게시판 서점조합연합회 서점학교 운영,2
18313,이란 대통령 이라크 시아파 최고지도자 예방,4
17189,터키 러시아와 시리아 반군 거점서 새 휴전 합의 추진,4
11218,대전기상청 3∼4월 평년보다 많은 비 온다,3
39824,아이슬란드 유로컵 역사적 승리 9개월 후 역사적 베이비붐,5
28211,울주산악영화제 특별전 여성 그리고 산…13편 상영 확정,3
36560,최저임금 전원회의 민주노총 불참,2
38507,안전확보가 군민 행복의 기본 장성군 방범 CCTV 추가 설치,2
43238,OO페이 한도 최대 500만원으로 증액…사고시 금융사 1차 책임,1
16046,행안부 제7회 어린이 안전짱 체험 박람회 참석,2
40514,日 새 연호 令和 작년에 중국서 이미 상표 등록,4
13799,이통3사 요금제 준비 완료…내달 5G 서비스 청신호종합,0
497,오클랜드 평균집값 1년내 8억 넘을듯…이민 인구 증가가 원인,4
39228,MZ세대는 미래 고객…백화점들 취향 맞춰 속속 새단장,1
24117,페루 국회의원 도전 다운증후군 청년…나같은 이들 목소리내길,4
20468,北 김정일 5주기 앞두고 추모 분위기 시동,6
9170,게시판 KIST 뇌 노화·치매 심포지엄 개최,0
13659,레일리 첫승·번즈 2점포…롯데 LG에 위닝시리즈,5
14273,최지만 디트로이트전 9회 대타로 나서 볼넷,5
4201,청와대도 김영란법 교육…밥 살 경우엔 해장국집에서,6
43649,김정주 넥슨 등기이사 사임…평생 잘못 지고 살아갈 것,1
44526,기재차관 코로나19로 2월 경제지표 변동성 확대,1
9372,호날두·메시·네이마르 발롱도르도 나란히 후보,5
18528,수잰 숄티 北 어린이 납치 지시 탈북자 주장 반박,6
22112,국제유가 사흘만에 반등…WTI 이번주 2.2%↓,1
42037,유학파많은 韓中에 밀릴라…日 신입외교관에 토플 100점 요구,4
35094,슬로모션·저조도 촬영·이모지…갤S9 광고도 카메라 강조,0
32005,北 파상적 대화공세 속셈은…제재 이완 노림수,6
158,김방훈 자유한국당 제주도당위원장 도지사 출마 선언,6
7530,파주 출판도시서 대남전단 1천여장 발견…군 당국 수거,6
3037,이란 보수매체 여성 축구장 입장 외면…개혁진영은 반색,4
28335,KGP 150억원 규모 전환사채 발행 결정,1
20101,노벨상 한트케 舊유고 복수국적 논란…오스트리아 조사 착수,4
10794,마약 투약 들통날까 봐 선배 폭행 후 도피 생활 50대 구속,2
30669,WNBA 진출 박지수 출전 시간 늘려가는 것이 우선 목표,5
39280,LG전자 상반기 글로벌 생활가전 1위 등극…美 월풀 제쳐,1
26016,삼성SDS AI·블록체인 기반 디지털 금융사업 추진종합,1
15899,중고교생 스마트폰 보유율 95%…하루 이용시간 2시간 이상,0
3231,대한항공 1R 지명 알렉스 체육회 특별귀화 심의 통과,5
6471,삼성·현대차 등 국내 5개 대기업 기업가정신 보통,1
22021,중앙과학관 발행저널이 SCI와 동급…사실과 달라,0
13507,통일농구 선수단 평양도착…北 열렬히 축하…만날수록 정 통...,6
18164,워터게이트 특종기자 가짜뉴스는 트럼프가 만든 언론공격 용어,4
9177,국회의장까지 다시 줄다리기…국민의당 캐스팅보트,6
39421,SBS 코로나·태풍 국면 속 2049 뉴스 시청률 상승,2
36915,연금저축 年225만원 납입…수령액 月25만원 불과,1
12536,쌍용차 티볼리 앞세워 8년만에 필리핀 재진출,1
1150,여수박람회장 대표 볼거리 빅오쇼 내달 2일 개막,3
16216,이야기하는 조정식과 윤관석,6
24684,美전문가 北 뉴욕채널 차단은 상징적 제스처,4
20264,단편소설에 담은 사회비판과 저항…김사과·권리 소설집,3
35141,손흥민 프리미어리거 시즌랭킹 34위 스카이스포츠,5
32954,손흥민 한국인 최초 시즌 11골…위컴비 상대 멀티골종합,5
29208,또 친박 주요 국회직·당직 독식…한국당 일각 부글부글,6
22026,박건우 끝내기 홈런…두산 역대 3번째 단일시즌 90승 도달,5
32651,추신수 시즌 8번째 몸에 맞는 공…AL 공동 2위,5
38446,인공위성 영상 속 색깔로 농작물 수확량 가늠한다,0
3315,이인영 한국당 오늘까지 필리버스터 철회해야…마지막 제안,6
33058,김연철 北미사일 발사 9·19 군사합의 위반 해석 여지있어,6
18235,글로벌 난민 포럼 폐막…유엔 결정적 전환 자평,4
17073,넥센 장정석 감독 최원태 자기 공에 믿음 생겼을 것,5
20675,내년 1월 아파트 2만4천여가구 입주…17년만에 최대,1
5210,신간 인간의 흑역사·남자로 산다는 것,3
44482,이번엔 클램셸 디자인 폴더블폰…뜨거워지는 스마트폰 접기 경쟁,0
26236,메시의 작별 인사,4
32076,日 동성커플 13쌍 동성간 결혼 인정하라 국가 상대 소송,4
35964,조류·지진파 등 바닷속 정보 실시간 전송기술 개발,0
26156,김해 음식점 화재…5천만원 재산피해,2
17119,LG 스마트폰 또 1천억원대 적자…적자 폭은 줄어든 듯,1
41202,서울시교육청 다문화 학생·학부모용 학폭예방 자료 배포,2
43185,부산 첫 구름다리 자성고가교 철거작업 완료,2
13582,포털 지역신문 차별 투쟁 나선 전대식 지신노협 의장,2
17622,인사말 하는 손병석 차관,2
8130,창조경제혁신센터 고용존에서 일자리 762개 주선,2
4024,일본 지바서 최대 진도5약 지진…도쿄 일부 진도4 감지종합,4
27538,멕시코 과달라하라 문화축제 5월 6일 개막,4
44072,KIA 4연승인데…이대진 투수코치·마무리 임창용 1군 말소,5
24870,통일부 北 신년사서 경제강국 건설 가장 강조,6
19603,한은 금통위 금리동결 유력…인상 소수의견 또 나올까,1
14393,민주 원내대표·국회의장 클린 선거…선물 안 돼,6
6635,강원영서·남부내륙 오후 소나기…서울 낮 최고 26도,3
43127,면세품 싸맨 에어캡 사라질까…신세계면세점 에어캡 0 도전,2
25693,北김일국 통일농구 만찬 주재…통일열망 더욱 북돋워,6
2420,그래픽 네이마르 몸값 1위 등극,5
30419,신간 세계 건축가 해부도감,3
9461,홍준표 패션우파 정권에 굴복해 보수 궤멸종합,6
18565,위클리 스마트 갤럭시S10 나오기 전에…이통사들 구형모델 가격 ↓,1
21501,포항 4세대 방사광가속기 실험 시작…첫 연구는 물 구조 변화,0
19207,北 평양 옥류관에서 통일농구 선수단 환영 만찬,6
6075,청년 기본법 토론회에서 축사하는 황교안,6
76,독재 시작했나…네이마르 PSG 회장에 카바니 이적 요구,5
29216,작가그룹 옥인콜렉티브의 이정민·진시우 작가 별세,3
43962,청주 후기리 소각장 건립 반대,2
15044,겨울 길목에 전국 적시는 가을비…강원 산간에는 눈,3
13229,악덕 한인기업 즉각 퇴출해야,2
19680,6승 눈앞 류현진 메이저리그 평균자책점 1위 등극,5
2442,NH투자증권 ISA 일임형 수수료 0.10.5% 받는다,1
37297,文대통령 故최종근 하사 유족 각별히 예우…현충탑 분향도 권해,6
9095,신간 내일의 내가 하겠지,3
40531,훈련 게을리한다 고교 야구부 감독이 야구방망이로 선수 폭행,2
1739,10월 산업생산 0.4%↓…갤노트7 단종·철도파업 영향종합,1
34321,지엠피 431억원 주주배정 유상증자 결정,1
13381,아이들 대피시키고 헌혈위해 긴 줄…美 총격 현장의 숨은영웅들,4
18991,삼성 첫 5G폰 갤럭시S10 5G 5일 출시…완전히 새로운 경험,0
23411,정신장애 말살…로하니트럼프의 출구없는 막말 설전,4
24146,伊법원 난민구조선 입항 허용…극우 부총리 즉각 항소 반발종합2보,4
17043,최종구 가계부채로 자금쏠림 철저히 대응…연착륙 유도,1
34290,SKT 내달 1일 5G서비스 개시…수도권·광역시 대상,0
33312,트럼프 코언에 러시아 트럼프타워 사업관련 위증 지시,4
25251,삼성전자 BMW 드라이빙센터에 투명OLED 비디오월 설치,1
25978,증시 진정에 원달러 상승 주춤…원엔 4개월만에 1000원대,1
17136,데뷔전서 시속 153㎞…안우진 실력 떠나 좋은 사람부터...,5
41910,홍천서 국내 최대 승마 페스티벌 메이온어호스 개최,3
35097,게임 체인저 꿈꾸는 인텔,0
5231,원달러 환율 6.5원 상승 마감…도이체방크 불안에 달러 강세,1
14998,여야4당 권역별비례 75석案 논의…지역 대표의원 늘어,6
17577,찬스에 강한 최주환의 비결 주자 있으면 더 신난다,5
40363,기상청·KAIST 기상 분야 인공지능 공동 개발 업무협약,0
40930,폭우 쏟아진 설악산,3
20890,르포 美공화 경선 앞둔 뉴욕…트럼프 반대냐 지지냐 열기 고조,4
40377,코스피 美 증시 훈풍에 상승 출발…2220선 등락종합,1
8474,특징주 배당착오 삼성증권 다시 소폭 하락,1
14568,AFC챔스 4강 유리한 고지 선점한 수원 방심·내려서기 없다,5
17645,김성태·임종석 UAE공방 종결…국익차원서 판단종합,6
41247,AB운용 韓 북아시아서 가장 유망한 자산 투자처,1
36916,또 대학교수의 탈선…2천만원 받고 입시생 부정입학 도와,2
16026,평양정상회담 환송하는 평양 시민들,6
19472,북 수소탄실험 폭발력 3차 핵실험의 70%,6
21630,이라크의회 최다정파 美 간섭 없는 조기총선 해야,4
3402,말컹 멀티골 경남 대구에 통한의 동점골…22 무승부,5
39321,증시 시가총액 하루 68조원 감소…공포지수 급등종합,1
42335,창원 북면 덕산아내 에코프리미엄 2차 분양,1
3884,美 獨에 호르무즈 호위 참여 요청…韓에도 요청여부 주목종합,4
7235,냉전 아이콘 감시초소 예술품·문화재로 거듭난다,3
4773,게시판 중국기자단 한국언론 취재 시스템 견학,2
36881,서해 피격 사망 공무원 11일째 수색…현재까지 특이점 없어,2
11168,국내에서도 아이폰X 이번달 안에 만난다…24일 출시,0
2342,KT 한국통신학회 학술대회에서 평창 5G 규격 공개,0
18445,문학진흥정책위원회 초대 위원장에 신달자 시인,3
27755,알파고 허사비스 인공지능 사용엔 윤리·책임 필요,0
45129,대학입학처장협 정시 확대·비교과 폐지로 공교육 위축 우려,2
2917,與 비대위원장 인선 표류…지도부 공백 장기화,6
20719,국제적십자 北농촌 가뭄·홍수 대비 지원,6
43761,울산 대학생봉사단 발대식,2
24307,中공군 건군 70주년 에어쇼…미사일 장착 젠20 선보여,4
22109,NBA 미네소타 LA레이커스 제압…버틀러 28점,5
9232,충북 오후부터 빗방울…유명 산·유원지 한산,3
33808,이정철 감독의 우승 의욕…김천 가려고 짐 싸왔습니다,5
7429,KBL출신 버튼 NBA에서도 통하네…덴버전 8득점,5
35140,게시판 KT 야구단 김진욱 감독·선수 12명 성화봉송 참여,5
40206,진도군 희망청춘 아카데미 개강…창업·취업 역량강화,2
38584,대구권 전문대 수시 1차 경쟁률 하락세…신입생 확보 비상,2
9403,KT 엠모바일 ATM에서 알뜰폰 개통하세요,0
44154,교보생명빌딩 국민 덕분에 래핑 철거,2
13953,게시판 KT 5G 야구 웹예능 오지는 야구단 공개,0
37834,레알 마드리드 라스팔마스와 무승부…선두 복귀 실패,5
3577,경기도 10개 시·군 오전 11시 한파주의보 해제,3
21191,문대통령 독립 운동사·운동가 완전한 발굴이 광복의 완성1보,6
12970,제21호 태풍 제비 괌 부근 발생…한국 영향 여부 예의주시,3
38178,김무성 자숙 잠행 장기화…19대국회중 정치행보 없을 것,6
19648,갤노트8 첫 주말 집단상가 가보니…현금인출기 앞 대기줄,2
34477,헬조선을 벗어나 세계로…한국 청년들은 왜 떠나는가,2
38554,이란 中·英 아라크 중수로 개량에 협조…작업 재개,4
30272,춘천 의암호 물레길 카누 페스티벌 내달 3∼4일 열려,3
16704,삼척에 해양리조트 쏠비치 호텔리조트 개관,1
20232,게시판 지능정보기술포럼 15일 정기총회,0
19311,전국 대부분 한낮 35도 넘어…내륙 소나기·오존 나쁨,3
18469,중국 정부 대북 제재 결의안 성실하게 이행종합,4
